address,property_overview,price,property_url,purpose,property_description,num_bath_rooms,num_bed_rooms,area,cctv-security-amenity,parking-spaces-amenity,elevators-in-building-amenity,broadband-internet-amenity,maintenance-staff-amenity,building_type,building_nature,flooring-amenity,balcony-or-terrace-amenity,city,locality,address_1
"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,Kustia Sadar","Student or small family house for rent. Available from March., One big room, one big dining room, one bathroom, one kitchen, the whole house is tiled.",0,https://www.thetolet.com/en/kushtia/kushtia-sadar/30786/bachelor-house-tolet-from-march,Rent,Bachelor House Tolet From March ,1,1,0,,,,,,Apartment,Residential,,,,,"Kushtia Sadar,Kushtia,Kushtia Sadar,Kushtia,Kustia Sadar"
"Feni Sadar,Feni,Feni Sadar,Feni,নূর ম্যানশন,পুরাতন পুলিশ কোয়ার্টার,স্টার লাইন স্কুলের পিছনে","Family house for rent from March......, 2nd floor, 2 bedrooms, 1 dining + drawing room, 2 bathrooms, 1 balcony. , the line has gas. Tiling the house. Electricity Prepaid., Rent 6500/- (Excluding Gas, Electricity), Old Police Quarters, Behind Star Line School. , house name- Noor Mansion, [B.Dr. No place to park motorcycles]",650000,https://www.thetolet.com/en/feni/feni-sadar/30781/family-house-tolet-from-march,Rent,Family House Tolet From March ,2,2,0,,,,,,Apartment,Residential,,,,,"Feni Sadar,Feni,Feni Sadar,Feni,নূর ম্যানশন,পুরাতন পুলিশ কোয়ার্টার,স্টার লাইন স্কুলের পিছনে"
"Gazipur Sadar,Gazipur,Gazipur Sadar,Gazipur,হাড়িনাল (দক্ষিন পাড়া)","The house will be rented. , 3 rooms, with government gas, electricity facilities. , rent 5500/-, ground floor of two storied building. , Location : Harinal (Dakshin Para)",550000,https://www.thetolet.com/en/gazipur/gazipur-sadar/30775/family-house-tolet-from-march,Rent,Family House Tolet From March ,1,3,0,,,,,,Apartment,Residential,,,Gazipur,,"Gazipur Sadar,Gazipur Sadar,হাড়িনাল (দক্ষিন পাড়া)"
"Khilgaon,Dhaka,Khilgaon,Dhaka,খিলগাঁও রেলগেটের পাশে আমতলা মসজিদের গলি","One room for rent in bachelor flat house (Chilekotha), Open and quiet environment., Address: Amtala Masjid lane next to Khilgaon Railgate.",0,https://www.thetolet.com/en/dhaka/khilgaon/30767/bachelor-house-tolet-from-march,Rent,Bachelor House Tolet From March ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Khilgaon,খিলগাঁও রেলগেটের পাশে আমতলা মসজিদের গলি
"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,জিলা স্কুলের পিছনে বয়েজ মডেল স্কুলের পাশে","Completely separate, house for rent, half building, one room, one bathroom, one kitchen, one balcony. , Behind Zilla School Beside Boys Model School, Titas Gas Double Stove, Rent-3200Tk, Electricity + Gas Bill Separate. , there will be small families or mother and daughter.",320000,https://www.thetolet.com/en/mymensingh/mymensingh-sadar/30762/bachelor-house-tolet-from-march,Rent,Bachelor House Tolet From March ,1,1,0,,,,,,Apartment,Residential,,,,,"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,জিলা স্কুলের পিছনে বয়েজ মডেল স্কুলের পাশে"
"Naryanganj Sadar,Narayanganj,Naryanganj Sadar,Narayanganj,চাদনী হাউজিং,পঞ্চবটী পার্ক এর পেছনে,ফতুল্লা","★2bedroom+ 1balcony+ 1drawing room+1bathroom+1kitchen, ★4th floor, South facing flat., ★Rent 8k+ gas bill 1k+ electricity bill as per meter, Chadni Housing, behind Panchbati Park, Fatulla, Narayanganj. , * Rent will be from 1st March 2023.",800000,https://www.thetolet.com/en/narayanganj/naryanganj-sadar/30757/family-house-tolet-from-march,Rent,Family House Tolet From March ,1,2,0,,,,,,Apartment,Residential,,,,Narayanganj,"Naryanganj Sadar,Naryanganj Sadar,চাদনী হাউজিং,পঞ্চবটী পার্ক এর পেছনে,ফতুল্লা"
"Sylhet Sadar,Sylhet,Sylhet Sadar,Sylhet,কুমারপাড়া,ঝর্ণারপার।","The house will be rented. , from next month., 1 seat will be given for rent in a double room. (Bachelor), (with balcony), gas line available., Location: Kumarpara, Jharnarpar.",0,https://www.thetolet.com/en/sylhet/sylhet-sadar/30751/bachelor-house-tolet-from-march,Rent,Bachelor House Tolet From March  ,1,1,0,,,,,,Apartment,Residential,,,Sylhet,,"Sylhet Sadar,Sylhet Sadar,কুমারপাড়া,ঝর্ণারপার।"
"Sonargaon,Narayanganj,Sonargaon,Narayanganj,Near Sonargaon Police Station",,500000,https://www.thetolet.com/en/narayanganj/sonargaon/30737/family-house-tolet-from-february,Rent,Family House Tolet From February ,1,2,0,,,,,,Apartment,Residential,Yes,Yes,,Narayanganj,"Sonargaon,Sonargaon,Near Sonargaon Police Station"
"সেকেরটেক,২,২৬,Adabor,Dhaka,সেকেরটেক,২,২৬,Adabor,Dhaka,সেকেরটেক ভাসা ২৬ রোড নামবার ২",Dai Tala Dai Ti Rom Vara and Chit Vara...,280000,https://www.thetolet.com/en/dhaka/adabor/30727/bachelor-house-tolet-from-march,Rent,Bachelor House Tolet From March ,2,3,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Adabor,"সেকেরটেক,২,২৬,সেকেরটেক,২,২৬,সেকেরটেক ভাসা ২৬ রোড নামবার ২"
"Joydebpur road,262,Gazipur Sadar,Gazipur,Joydebpur road,262,Gazipur Sadar,Gazipur,Naljany,Chandana Chowrasta",,3000000,https://www.thetolet.com/en/gazipur/gazipur-sadar/30709/office-space-tolet-from-april,Rent,Office Space Tolet From April ,3,4,1400,,,,,,Office,Commercial,Yes,Yes,Gazipur,,"Joydebpur Road,262,Gazipur Sadar,Joydebpur Road,262,Gazipur Sadar,Naljany,Chandana Chowrasta"
"4,2,68,Sylhet Sadar,Sylhet,4,2,68,Sylhet Sadar,Sylhet,68 Mojumdari,Ambarkhana",,1250000,https://www.thetolet.com/en/sylhet/sylhet-sadar/30702/family-house-tolet-from-march,Rent,Family House Tolet From March ,2,3,1200,,,,,,Apartment,Residential,Yes,Yes,Sylhet,Ambarkhana,"4,2,68,Sylhet Sadar,4,2,68,Sylhet Sadar,68 Mojumdari"
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,Bachelor Room",bachelor room,250000,https://www.thetolet.com/en/dhaka/mohammadpur/30692/bachelor-house-tolet-from-february,Rent,Bachelor House Tolet From February ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,Bachelor Room
"12,11,45,Mirpur,Dhaka,12,11,45,Mirpur,Dhaka,B# C",,0,https://www.thetolet.com/en/dhaka/mirpur/30686/bachelor-house-tolet-from-february,Rent,Bachelor House Tolet From February ,2,2,0,Yes,,,Yes,,Apartment,Residential,Yes,Yes,Dhaka,Mirpur,"12,11,45,12,11,45,B# C"
"Kallyanpur,Dhaka,Kallyanpur,Dhaka,82 Moddho Paikpara Main Road","# 2nd floor, one side ROAD# LPG GAS, 35kg Cylinder at GF# 2 bath & kitchen hot & cold line# Generator, optical fiber, lift x 2# Digital door lock, light",1580000,https://www.thetolet.com/en/dhaka/kallyanpur/30679/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,3,1150,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Kallyanpur,Kallyanpur,82 Moddho Paikpara Main Road"
"08,104/2,Mohammadpur,Dhaka,08,104/2,Mohammadpur,Dhaka,Mohammadpur Limited 08 No Road",,720000,https://www.thetolet.com/en/dhaka/mohammadpur/30672/bachelor-house-tolet-from-february,Rent,Bachelor House Tolet From February ,1,1,0,,,Yes,Yes,,Apartment,Residential,Yes,,Dhaka,Mohammadpur,"08,104/2,08,104/2,Mohammadpur Limited 08 No Road"
"lalbagroad,38lalbagroad,Lalbag,Dhaka,lalbagroad,38lalbagroad,Lalbag,Dhaka,38lalbagroa Dhaka",Lalbagh Fort Road,1750000,https://www.thetolet.com/en/dhaka/lalbag/30663/family-house-tolet-from-march,Rent,Family House Tolet From March ,2,2,1000,Yes,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Lalbagroad,38Lalbagroad,Lalbag,Lalbagroad,38Lalbagroad,Lalbag,38Lalbagroa Dhaka"
"Bashundhara R.A,Dhaka,Bashundhara R.A,Dhaka,JCX TOWER,1136/A,Block-I,Level 5,Japan Street","Two Bedroom Serviced Apartment Rent In Bashundhara R/A, Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator.Website: https://www.hotels.com.bd/rental/apartment-furnishedYouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s.Contact For Booking:+88 01712553547+88 01921096846, , ,  ",5500000,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30655/family-house-tolet-from-march,Rent,Family House Tolet From March ,2,2,875,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Bashundhara R.A,"Jcx Tower,1136/A,Block-I,Level 5,Japan Street"
"Koigari,Bogra Sadar,Bogra,Koigari,Bogra Sadar,Bogra,C.O Office",,200,https://www.thetolet.com/en/bogra/bogra-sadar/30645/family-house-tolet-from-march,Rent,Family House Tolet From March ,2,2,0,,,,,,Apartment,Residential,,Yes,,,"Koigari,Bogra Sadar,Bogra,Koigari,Bogra Sadar,Bogra,C.O Office"
"Mirpur,Dhaka,Mirpur,Dhaka,701 Kazipara","3 Bed, 3 Bath, 3 Balcony, Drawing, Dining, Near Kazipara Metro Station, Interior designed.",1800000,https://www.thetolet.com/en/dhaka/mirpur/30638/family-house-tolet-from-february,Rent,Family House Tolet From February ,3,3,1150,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Mirpur,701 Kazipara
"1 no road,Faridpur Sadar,Faridpur,1 no road,Faridpur Sadar,Faridpur,Nice Home",,300000,https://www.thetolet.com/en/faridpur/faridpur-sadar/30633/family-house-tolet-from-march,Rent,Family House Tolet From March ,1,1,0,Yes,,,Yes,,Apartment,Residential,Yes,Yes,,,"1 No Road,Faridpur Sadar,Faridpur,1 No Road,Faridpur Sadar,Faridpur,Nice Home"
"10,Baptist Mission Road,31,Mirpur,Dhaka,10,Baptist Mission Road,31,Mirpur,Dhaka,Saroj International School Gate",,260000,https://www.thetolet.com/en/dhaka/mirpur/30626/family-house-tolet-from-february,Rent,Family House Tolet From February ,3,3,1565,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Mirpur,"10,Baptist Mission Road,31,10,Baptist Mission Road,31,Saroj International School Gate"
"56/4,Khulna Sadar,Khulna,56/4,Khulna Sadar,Khulna,Kobi Nazrul Road,Tootpara Amtala","It will be lifted on the 1st of April. The house has 2 bedrooms, 2 bathrooms, 1 kitchen, 1 drawing room, 1 dining room and 1 balcony.",950000,https://www.thetolet.com/en/khulna/khulna-sadar/30616/family-house-tolet-from-april,Rent,Family House Tolet From April ,2,2,0,,,,,,Apartment,Residential,Yes,Yes,,,"56/4,Khulna Sadar,Khulna,56/4,Khulna Sadar,Khulna,Kobi Nazrul Road,Tootpara Amtala"
"Bashundhara R/A,Bashundhara R.A,Dhaka,Bashundhara R/A,Bashundhara R.A,Dhaka,JCX TOWER,1136/A,Block-I,Japan Street","Furnished 2BHK Serviced Apartment RENT In Bashundhara, Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator, .YouTube1. https://www.youtube.com/watch?v=yp440KIPCvc2. https://www.youtube.com/watch?v=xB_m6tVSiok .Contact For Booking:+88 01712553547+88 01921096846, , ,  ",4800000,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30604/family-house-tolet-from-february,Rent,Family House Tolet From March ,2,2,800,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Bashundhara R.A,"Bashundhara R/A,Bashundhara R/A,Jcx Tower,1136/A,Block-I,Japan Street"
"Araihazar,Narayanganj,Araihazar,Narayanganj,কবি নজরুল স্কুল অ্যান্ড কলেজ",,1200000,https://www.thetolet.com/en/narayanganj/araihazar/30593/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,2,2,0,,,,,,Apartment,Residential,,Yes,,Narayanganj,"Araihazar,Araihazar,কবি নজরুল স্কুল অ্যান্ড কলেজ"
"পূর্ব রামপুরা,অগ্নিশিখা গলি,২/৫৩,Rampura,Dhaka,পূর্ব রামপুরা,অগ্নিশিখা গলি,২/৫৩,Rampura,Dhaka,রশমেলার সাথে।","For husband and wife 2 persons or 3 persons including children., gas+water+electricity bill and house rent 6500/= to be paid from current month and next February., Contact: ? 01634335497,01734484659",650000,https://www.thetolet.com/en/dhaka/rampura/30578/family-house-tolet-from-february,Rent,Family House Tolet From February ,1,1,150,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Rampura,"পূর্ব রামপুরা,অগ্নিশিখা গলি,২/৫৩,পূর্ব রামপুরা,অগ্নিশিখা গলি,২/৫৩,রশমেলার সাথে।"
"Brahmanbaria Sadar,Brahmanbaria,Brahmanbaria Sadar,Brahmanbaria,৯৩২পূর্ব মেড্ডা পোদদার বাড়ি রোড।",The house will be rented. 3 room dining 2 bathroom ground floor new building quiet environment. There is gas on the line. Rent will be from January. Rent 8500 rupees. Contact if interested. 932 East Medda Poddar Bari Road.,850000,https://www.thetolet.com/en/brahmanbaria/brahmanbaria-sadar/30569/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,3,0,,,,,,Apartment,Residential,,,,,"Brahmanbaria Sadar,Brahmanbaria,Brahmanbaria Sadar,Brahmanbaria,৯৩২পূর্ব মেড্ডা পোদদার বাড়ি রোড।"
"Dinajpur Sadar,Dinajpur,Dinajpur Sadar,Dinajpur,মহারাজা স্কুল মোর হতে পূর্ব দিকে মাতাসাগর গেট সংলগ্ন।","Residential flat house (2nd floor) for rent for employed family or bachelor employed........., # two rooms, # dining and drawing space, # two washrooms (one attest commode, with and one common), # KITCHEN, # 2 BALCONY., @ OTHER FACILITIES..........., * FULLY FLAT TILED, * AC & GEYER LINED, * WI-FI & DIS LINED, * IPS LINED, * Direct Water System in Kitchen, * Washing Machine Lined, * Large Parking System, * Totally Separate Meter, * Ladies Rooftop Facility, * Full Time CC Camera System, Rent: Negotiable., Contact:, Adjacent to Matasagar Gate East of Maharaja School More.",0,https://www.thetolet.com/en/dinajpur/dinajpur-sadar/30560/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,0,,,,,,Apartment,Residential,,,,,"Dinajpur Sadar,Dinajpur,Dinajpur Sadar,Dinajpur,মহারাজা স্কুল মোর হতে পূর্ব দিকে মাতাসাগর গেট সংলগ্ন।"
"ECB Chattar,Dhaka,ECB Chattar,Dhaka,Manjil Housing,West Manikdi,Dhaka","For Rent, South Facing 8 Storied Building , 950 Sqrft ++, , , Flat in level 4 ( ৫ তলা), , 3 Bed, 3 Bathroom ( 2 Attached), Drawing+Dinning , 1 Store Room, , Lift, Kitchen with Cabinet and kitchen hood, Car Parking, Electricity, Gas, Water Supply, CC Camera, Security Guard, , Rent 13000 + Service Charge 2500 + Electricity Bill + Gas + Water, , Contact : 01717653469, Email: [email protected], Govt Service Holder and Member of Armed Forces will get Extra Facilities. , , , , For Sale, South Facing 8 Storied Building , 960 Sqrft ++ in Namapara, Manikdi, Dhaka Cantonment , , Flat in level 4 ( ৫ তলা), , 3 Bed, 3 Bathroom ( 2 Attached), Drawing+Dinning , 1 Store Room, , Lift, Kitchen with Cabinet and kitchen hood, Own Car Parking, Electricity, Gas, Water Supply, CC Camera, Security Guard, , Presently Getting , Rent 11000 + Service Charge 2500, , Email: [email protected]",1100000,https://www.thetolet.com/en/dhaka/ecb-chattar/30551/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,2,960,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Ecb Chattar,Ecb Chattar,Manjil Housing,West Manikdi"
"Banasree,Dhaka,Banasree,Dhaka,Uttara",,1500000,https://www.thetolet.com/en/dhaka/banasree/30545/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,9001100,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Banasree,
"134/5,ECB Chattar,Dhaka,134/5,ECB Chattar,Dhaka,Matikata Dhaka Cantonment Dhaka-1026",,1200000,https://www.thetolet.com/en/dhaka/ecb-chattar/30537/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,750,Yes,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"134/5,Ecb Chattar,134/5,Ecb Chattar,Matikata Dhaka Cantonment Dhaka-1026"
"Sobji Bazar Road,Adorshonagar,Badda,Dhaka,Sobji Bazar Road,Adorshonagar,Badda,Dhaka,Bazar Road,Middle Badda Dhaka-1212",,1250000,https://www.thetolet.com/en/dhaka/badda/30532/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,3,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Badda,"Sobji Bazar Road,Adorshonagar,Sobji Bazar Road,Adorshonagar,Bazar Road,Middle Badda Dhaka-1212"
"Uttara,Dhaka,Uttara,Dhaka,সেক্টর_12 রোড_17b উত্তরা,ঢাকা।","#To_let, Bachelor (Boy) , 1st January (2023) #room & #seat with attest bathroom on rent. Very beautiful and pleasant environment. Food and drink are also available. Just 30 seconds distance from Sonargaon public road., #Address, Sector_12, Road_17b, Uttara, Dhaka.",0,https://www.thetolet.com/en/dhaka/uttara/30526/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"সেক্টর_12 রোড_17B উত্তরা,ঢাকা।"
"Uttara,Dhaka,Uttara,Dhaka,উত্তরা ১৩,রোড ১১,হাউজ ৬১,(৫ তলায়)","From January 1 seat in 3 seat room will be rented, student or employee. , #Seat rent 3000 taka (including service charge), #North 13, Road 11, House 61, (5th floor), #One month advance, #Food mill system, Bua bill 500 taka.",300000,https://www.thetolet.com/en/dhaka/uttara/30522/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"উত্তরা ১৩,রোড ১১,হাউজ ৬১,(৫ তলায়)"
