area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_overview,property_url,purpose,city,locality,address,maintenance-staff-amenity,security-staff-amenity,facilities-for-disabled-amenity
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1390/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Dhaka 1229, Bangladesh,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 2,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1382/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,2.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Please See more: https://www.ecommerce.com.bd/…/servic…/studio-apartment/,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1385/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1341/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 2,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1351/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1354/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1367/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Dhaka 1229, Bangladesh,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1360/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1345/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1379/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Dhaka 1229, Bangladesh, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1373/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=yp440KIPCvc,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1376/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Dhaka 1229, Bangladesh,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1284/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1310/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1307/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1292/,Rent,NA,,",,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1324/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1321/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=Y0b-pec1hlE,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1332/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5,",yes,yes,yes
9415.0,Apartment,NA,2.0,2.0,2.0,"Two Bedroom Serviced Apartment Rent In Bashundhara R/A,
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.banglamart.com/co-living/studio-aptt-rentals/,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1267/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
