Amenities,Bathroom,Bedroom,Description,Location,MainFeatures,NearByLocation,PricePerMonth,PropertyType,Status,url
"kitchens: 1,Attached Bathroom,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,,"Our adaptable, interactive, air-conditioned co-working,
office spaces in Dhaka come with modern, amenities for everything your company,
needs for success, including high speed broadband, and limitless refreshments. Our,
office space blends first-rate service with best amenities to offer office,
space solutions that are specific to your company’s requirements.,Details,
> Property Size: 1700 Sqft,
> Price: BDT 170000,
> Floor: 5th Floor,
> Unit Per Floor: 02,
> Lift: 01 available,
> Parking: 1,Benefits,
> Super-Fast Internet,
> Continual Refreshment,
> Standard Meeting room,
> Comfortable Desk Service,
> Separate USB and electricity ports,
> Printing , Scanning , Photocopying,
> Lockable Storage Spaces & Cabinets,
> 24 Hours Security, Friendly Environment,Contact For Booking,
01712-553547,,
01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2018,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",170000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd864/
kitchens: 1,Bathrooms: 2,Bedrooms: 2,"বাসা ভাড়া দেওয়া হবে,
মোবাইল নং ০১৭৪০৫৬৯৮৯৮,
 #বেডরুম ২টি বড়,
#বারান্দা ২টি,
#বাথরুম ২টি (একটা এটাস্ট+ হাইকমড),
#রান্নাঘর ১ টি,
#ড্রইংরুম  ১ টি,
#ডাইনিং১ টা,
🔸️ সুবিধাসমূহ :,
✅আলাদা ইলেকট্রিক মিটার**,
✅২৪ ঘন্টা পানির ব্যবস্থা*+ খাবার পানি লাইন,
✅এসির লাইন করা আছে,
✅মোটর সাইকেল রাখার বড় গ্যারেজ (গ্যারেজ ভাড়া নেওয়া হবে না)।,
#পুরো বাসা টাইলস করা,,
 #লোকেশনঃ সুলতান গঞ্জ পাড়া, উটের মোড়  চতুর্থ তলায় বাসা।,
Rent 5500+gas1080+electricity,Source: Facebook","সুলতানগঞ্জ পাড়া, উটের মোড় চতুর্থ তলায় বাসা, ",,,5500 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd873/
"kitchens: 1,Attached Bathroom,Common Bathroom,Sitting Room",Bathrooms: 1,Bedrooms: 3,"Virtual Office Space Rent In Dhaka,
With a virtual office, you will reduce expenses while still enjoying the benefits of a business office. Businesses can get a mailing location and office-related services from a virtual office without the expense of a long rental. Employees can work virtually with a virtual office while still having access to amenities like such a mail, phone responding services, meeting spaces, and conferencing.,
.,
Details,
>Property Size: 1700 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
> Mail Receiving & Forwarding,
> No Hassle of Setting Up Office,
> Paying Only For What You Need,
> Get A Registered Business Address,
> Call Handling & Telephone Answering,
> Reduce Expenses, Workspace Service,
> Teleconferencing & Videoconferencing Service,Contact For Booking,
01712-553547,
01921096846","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",1 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd878/
"kitchens: 2,Attached Bathroom,Common Bathroom,Sitting Room,Servant Quarters",Bathrooms: 2,,"Fully Furnished Co-working Space Rent In Dhaka,Our adaptable, interactive, air-conditioned co-working,
office spaces in Dhaka come with modern, amenities for everything your company,
needs for success, including high speed broadband, and limitless refreshments. Our,
office space blends first-rate service with best amenities to offer office,
space solutions that are specific to your company’s requirements.,Details,
> Property Size: 1700 Sqft,
> Floor: 5th Floor,
> Unit Per Floor: 02,
> Lift: 01 available,
> Parking: 1,Benefits,
> Super-Fast Internet,
> Continual Refreshment,
> Standard Meeting room,
> Comfortable Desk Service,
> Separate USB and electricity ports,
> Printing , Scanning , Photocopying,
> Lockable Storage Spaces & Cabinets,
> 24 Hours Security, Friendly Environment,Contact For Booking,
01712-553547,,
01921096846,JCX TOWER,1136/A, Block-I, Level 5,Japan Street,,
Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2018,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 15 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",1 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd875/
"Attached Bathroom,Common Bathroom,Sitting Room,Servant Quarters",Bathrooms: 1,Bedrooms: 3,"Fully Furnished Co-working Space Rent In Dhaka,
Our adaptable, interactive, air-conditioned co-working office spaces in Dhaka come with modern, amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our office space blends first-rate service with best amenities to offer office space solutions that are specific to your company’s requirements.,
.,
Details,
>Property Size: 1700 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
>Super-Fast Internet,
>Continual Refreshment,
>Standard Meeting room,
>Comfortable Desk Service,
>Separate USB & Electricity Ports,
>Printing ,Scanning , Photocopying,
>Lockable Storage Spaces & Cabinets,
>24 Hours Security, Friendly Environment,
.,
Link: https://www.banglamart.com/serviced-co-working-space/,Contact For Booking:,
88 01712-553547,
88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 1700 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,CCTV Security,Others Main Features","Airport ( 20 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",1 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd880/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room",Bathrooms: 3,Bedrooms: 3,"Apartment size: 1206 sqft,,
Apartment condition: New 14 storied and 5000PSI concrete strength earthquake resistance building.,
Facing : South,
Floor: C-07 (7th),
Bed: 03,
Bathroom: 03 (Attached 2 and 1 common with high quality fittings and overhead store space with gyser facility).,
Master bed: Semi furnished with balcony,
Child bed: Attached toilet with balcony,
Guest bed: Open view west side window,
Drawing: Big room with entrance way.,
Kitchen: Fully furnished with kitchen hood,
Lift: 3 lifts ( One is running and other two erecting, finish within 2 months),
Power Supply: DESCO supply comprising with apartment own Energypac Brand substation.,
Water Supply: Both WASA line and Self Water supply by deep water pump,
GAS Supply: Cylinder GAS reticulation system, Cost depend on use.,
Parking: Parking is available but no driver room,
CCTV: Downstair CCTV available.,
Security: All time Security available in the gate.,
Mosque and garden : Top floor consists of mosque for flat member and garden facility,
School & Hospital  : Including Monipur school several school are situated with short distance and several hospital around area.,
Restaurant and fast food: 24 hour open restaurant near the building,
Market: From this place you can move around Shamoly, Agargao, Kazipara, Shawrapara, Mirpur 10, Mirpur 2, Mirpur 1, Technical and Kallaynpur within shortway. Several Grocery shop and Market around this area.,
Location: From the apartment location all offices in Agargao is within 500-1000m and Monipur school is within 2000m and Shamoly Square 1500m and Kallayanpur in 1500m and technical 2000m.","60 feet road, ","Built in Year : 2021,Size 1208 Sq. Meter,Floors: 14,Parking Spaces,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",,19000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd816/
"kitchens: 1,Attached Bathroom,Sitting Room,Servant Quarters",,,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",35000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd806/
"kitchens: 1,Attached Bathroom,Sitting Room,Servant Quarters",Bathrooms: 1,Bedrooms: 1,,"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 300 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",30000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd820/
"kitchens: 1,Attached Bathroom,Common Bathroom,Sitting Room",Bathrooms: 1,Bedrooms: 3,"Co-working Office Space For Rent In Dhaka,
Our adaptable, interactive, air-conditioned co-working office spaces in Dhaka come with modern, amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our office space blends first-rate service with best amenities to offer office space solutions that are specific to your company’s requirements.,Details,
>Property Size: 2100 Sqft,
>Floor: 5th Floor,
>Unit Per Floor: 02,
>Lift: 01 available,
>Parking: 1,Benefits,
>Super-Fast Internet,
>Continual Refreshment,
>Standard Meeting room,
>Comfortable Desk Service,
>Separate USB & Electricity Ports,
>Printing, Scanning, Photocopying,
>Lockable Storage Spaces & Cabinets,
>24 Hours Security, Friendly Environment,Contact For Booking,
01712-553547, 01921096846,JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 2100 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",1 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd810/
"kitchens: 1,Attached Bathroom,Sitting Room,Servant Quarters",Bathrooms: 1,Bedrooms: 1,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",35000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd824/
"kitchens: 1,Common Bathroom,Dining Room,Sitting Room,Laundry Room",Bathrooms: 1,Bedrooms: 1,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2015,Size 2000 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 15 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Other Nearby Places",30000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd829/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 1,Bedrooms: 1,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2018,Size 375 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 15 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",35000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd834/
