address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Sector No :  mirpur 1, uttor vish  ,  Road No :  5  ,  House No :  59  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  mirpur 1, uttor vish  ,  Road No :  5  ,  House No :  59  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Uttor Vishil ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '6', 'Size': 'SqFt', 'PropertyID': '30939'}","only 2 jon, 3 jon hole 7000 dite hobe,net bill alada  ",No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30939/bachelor-house-tolet-from-may,Tolet,Bachelor House Tolet From May ,Bachelor House
" Sector No :  26  ,  Road No :   ,  House No :  53/2  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  Sector No :  26  ,  Road No :   ,  House No :  53/2  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  পশ্চিম তেজতুরী বাজার ",,"{'Bedrooms': '8', 'Bathrooms': '2', 'Floor': '2', 'Size': 'SqFt', 'PropertyID': '30931'}",এখানে চাকুরিজীবী জন্য সীট ভাড়া দেওয়া হয়। এই হোস্টেল খাবার মান ভালো ।হোস্টেল সুন্দর পরিবেশ রয়েছে। অতি সম্ভব হোস্টেল সীট খালি রয়েছে ।  ,No,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/30931/hostel-seat-tolet-from-march,Tolet,Hostel Seat Tolet From March ,Hostel Seat
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  আঁচল, House-21,Road-03,Block-C,Dhaka Uddan,Mohammadpur ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '30924'}","From April,2023, 1600 sft south facing Luxurious Flat for Rent:, LOCATION: , আঁচল, House-21,Road-03,Block-C,Dhaka Uddan,Mohammadpur,Dhaka., Description:, 3 bed rooms, 3 bath(2 high comode+1 pan comode), Drawing, dining,kitchen., 4 balconies(with every bedroom and kitchen), Spacious with high quality fittings., Lift, Generator,Garage,Two watchmen facilities., Concealed gas cylinder line from gorund floor., Ask for more pictures any time in inbox, RENT:, 20000  ",No,20000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/30924/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :   ,  House No :  21/1 Aga Sadek road  ,  Area Name :    Bangshal  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  21/1 Aga Sadek road  ,  Area Name :    Bangshal  ,  District Name :   Dhaka  ,  Short Address :  Bagangoli ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '4', 'Size': 'SqFt', 'PropertyID': '30913'}",সম্পূর্ণ টাইলস করা।রাস্তার উপর  ,No,15000.00/- BDT ,https://www.thetolet.com/en/dhaka/bangshal/30913/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  ,  Short Address :  দখিন ঝিলটুনি ঈদগার মোর ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30908'}","এক রুম এক কিচেন এক টয়লেট , ভাডা ঃ৩৫০০, দখিন ঝিলটুনি ঈদগার মোর  ",No,3500.00/- BDT ,https://www.thetolet.com/en/faridpur/faridpur-sadar/30908/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :  শনিআখরা পলাশপুর কদমত  ,  Road No :  ৮  ,  House No :  44  ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  Sector No :  শনিআখরা পলাশপুর কদমত  ,  Road No :  ৮  ,  House No :  44  ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  ,  Short Address :  গ‍্যাসরোড পলাশপুর কদমতলী ঢাকা ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '1', 'Size': '700SqFt', 'PropertyID': '30896'}",,Yes,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/jatrabari/30896/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :  Block#C  ,  Road No :  06  ,  House No :  23  ,  Area Name :    Mugda  ,  District Name :   Dhaka  Sector No :  Block#C  ,  Road No :  06  ,  House No :  23  ,  Area Name :    Mugda  ,  District Name :   Dhaka  ,  Short Address :  Green Model Town, Manda, Mugda, Dhaka ",Lift Service,"{'Bedrooms': '4', 'Bathrooms': '3', 'Belcony': '4', 'Floor': '5', 'Size': '1800SqFt', 'PropertyID': '30882'}",Well decurated with interior designed. Glass fittings. Two flower bed with all facility in Green Model Town.  ,No,26000.00/- BDT ,https://www.thetolet.com/en/dhaka/mugda/30882/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :  3  ,  House No :  105/6  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  Sector No :   ,  Road No :  3  ,  House No :  105/6  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  ,  Short Address :  কাঠালবাগান বাজার (তিলকের গলি) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '5', 'Size': '220SqFt', 'PropertyID': '30863'}","বিস্তারিত জানতে ফোন করুন। , 01719951285  ",No,7000.00/- BDT ,https://www.thetolet.com/en/dhaka/kalabagan/30863/bachelor-house-tolet-from-april,Tolet,Bachelor House Tolet From April ,Bachelor House
" Sector No :   ,  Road No :   ,   House No :   ,  Area Name :    Basabo  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,   House No :   ,  Area Name :    Basabo  ,  District Name :   Dhaka  ,  Short Address :  Bashabo ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '30850'}",,No,Negotiable ,https://www.thetolet.com/en/dhaka/basabo/30850/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  no  ,  Road No :  post office road  ,  House No :  54  ,  Area Name :    Badda  ,  District Name :   Dhaka  Sector No :  no  ,  Road No :  post office road  ,  House No :  54  ,  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  Middle Badda,post Office Road -sahabuddin More ",CCTV,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': 'mSqFt', 'PropertyID': '30842'}",,No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/30842/sublet-room-tolet-from-march,Tolet,Sublet Room Tolet From March ,Sublet Room
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  ৬ নং সেক্টর এর পাশে জয়নাল মাকের্ট টি আই সি কলনীতে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30835'}","আসসালামু আলাইকুম , ৬ নং সেক্টর এর পাশে জয়নাল মাকের্ট টি আই সি কলনীতে একটি রুম ভাড়া হবে। , বাসাটি ২ রুমের সাথে একটি টয়লেট ও একটি কিচেন আছে।বাসাটি ১ তালা একটি বাসা। , কিচেন,বাথরুম শেয়ার করতে হবে।সিলেন্ডার গ্যাস।শুধু মাএ ফ্যামিলির জন্য।, ভাড়াঃ ৩৭৫০, পানি ২০০, কারেন্ট ও সিলেন্ডার যা আসে অর্ধেক , সম্পূর্ণটি পড়ে যাদের নেওয়ার আগ্রহী হবেন তারাই ফোন দিবেন। , ধন্যবাদ  ",No,3750.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/30835/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Area Name :    Malibag  ,  District Name :   Dhaka  Area Name :    Malibag  ,  District Name :   Dhaka  ,  Short Address :  ২৮০, গুলবাগ (পানির পাম্প), মালিবাগ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30828'}","Tolet for Bachelor., সুন্দর ও মনরম পরিবেশে আগামী ১লা মার্চ ২০২৩ থেকে থেকে একটি সিট ভাড়া হবে। (এটাচ বারান্দা) , সিট ভাড়াঃ ৩২০০ টাকা (এক রুমে দুইজন ১সিট ভাড়া হবে), ঠিকানাঃঃ ২৮০, গুলবাগ (পানির পাম্প), মালিবাগ  ",No,3200.00/- BDT ,https://www.thetolet.com/en/dhaka/malibag/30828/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  নাহার মঞ্জিল,উত্তর কাউনিয়া হাউজিং আরজু মনি স্কুল এর পূর্ব পাশে ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '30822'}","বাসা ভাড়া দেয়া হবে। , ১ মার্চ থেকে। , ফ্যামিলি + ব্যাচেলর, ৩ রুমের বাসা (২ বেড+১ড্রয়িং/ডাইনিং), ১বাথরুম। , ছোট পরিবারের জন্য আদর্শ বাসা, , নিচতলা , ভাড়াঃ৪৫০০ টাকা, লোকেশনঃ নাহার মঞ্জিল,উত্তর কাউনিয়া হাউজিং আরজু মনি স্কুল এর পূর্ব পাশে, ইসলামি ব্যাংক বা বৃধাশ্রম এর সামনে।, সদর রোড বা নতুন বাজার থেকে ১০ টাকা ভাড়ার দূরত্ব।  ",No,4500.00/- BDT ,https://www.thetolet.com/en/barisal/barisal-sadar/30822/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Area Name :    Kalabagan  ,  District Name :   Dhaka  Area Name :    Kalabagan  ,  District Name :   Dhaka  ,  Short Address :  7/2 North Dhanmondi Kalabagan, Opposite Of Square Hospital ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '30815'}","From MARCH, TO-LET TO-LET ?, Two room for sablet., Ladies flat. Only for female., One big room with attach belcony., Common bath and kitchen for bachelor female 2 or 3 jon thaka jabe. , One single room for 1/2 Jon thakte parbe., 2nd floor, SABLET. , Address: 7/2 north dhanmondi kalabagan, opposite of square hospital, DIU Two minutes walking distance, boshiruddin road mosjid golir miner ar side dea jai goli, deadend , sufia Villar bam sider bari.  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/kalabagan/30815/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  রোডঃ ১১, বাসাঃ৫৯, ফ্ল্যাট 5(D) সেক্টরঃ ১০, উত্তরা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30809'}","মার্চ মাস থেকে মাস্টারবেড তিন সিটের রুম ভাড়া হবে। রোডঃ১১,বাসাঃ৫৯,ফ্ল্যাট 5(D) সেক্টরঃ১০,উত্তরা.IUBAT থেকে ২ মিনিটের হাঁটার দূরত্ব।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30809/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Bosila  ,  District Name :   Dhaka  Area Name :    Bosila  ,  District Name :   Dhaka  ,  Short Address :  বসিলা মেট্রো হাউজিং, বসিলা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30799'}","# সাবলেট ভাড়া- সাবলেট ভাড়া -সাবলেট ভাড়া#, #To_Let #To_Let.........., ব্যাচেলর ,চাকুরিজিবী, স্বামী স্ত্রী অগ্রাধিকার। , **চলতি / আগামী মাস ( মার্চ) সম্পূর্ণ নতুন ফ্ল্যাটে টাইলস কৃত ফ্যামিলি বাসায় ০১ রুম (বারান্দা ও টয়লেট সহ ) সাবলেট ভাড়া দেওয়া হবে।, **যোগাযোগ:**, **বসিলা মেট্রো হাউজিং, বসিলা।**, **( র‌্যাব অফিসের পাশের হাউজিং** ), ভাড়া : ৫৫০০ (পানি + কারেন্ট + ময়লা বিল সহ) , গ্যাস: নিজের  ",No,5500.00/- BDT ,https://www.thetolet.com/en/dhaka/bosila/30799/sublet-room-tolet-from-march,Tolet,Sublet Room Tolet From March ,Sublet Room
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Badda  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  Uttar Badda ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Size': 'SqFt', 'PropertyID': '30792'}",,No,Negotiable ,https://www.thetolet.com/en/dhaka/badda/30792/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  ,  Short Address :  Kustia Sadar ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30786'}","ছাত্র বা ছোট ফ্যামিলি বাসা ভাড়া দেওয়া হবে।মার্চ মাস থেকে ওঠা যাবে।, একটা বড় রুম, একটা বড় ডাইনিং , একটা বাথরুম , একটা কিচেন , বাসা সম্পূর্ন টাইলস করা।  ",Yes,Negotiable ,https://www.thetolet.com/en/kushtia/kushtia-sadar/30786/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Feni Sadar  ,  District Name :   Feni  Area Name :    Feni Sadar  ,  District Name :   Feni  ,  Short Address :  নূর ম্যানশন, পুরাতন পুলিশ কোয়ার্টার, স্টার লাইন স্কুলের পিছনে ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '30781'}","মার্চ থেকে ফ্যামিলি বাসা ভাড়া হবে......, ২ম তলা, বেড রুম ২টা, ডাইনিং+ড্রয়িং মিলে ১টা, বাথরুম ২টা, বারান্দা ১টা। , লাইনের গ্যাস আছে। বাসা টাইলস করা। বিদ্যুৎ প্রিপেইড।, ভাড়া ৬৫০০/- (গ্যাস, বিদ্যুৎ ছাড়া), পুরাতন পুলিশ কোয়ার্টার, স্টার লাইন স্কুলের পিছনে। , বাড়ির নাম- নূর ম্যানশন, [বি.দ্র. মোটরসাইকেল রাখার জায়গা নাই]  ",No,6500.00/- BDT ,https://www.thetolet.com/en/feni/feni-sadar/30781/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
