amenities,area,building_type,commercial_type,location,num_bath_rooms,num_bed_rooms,page,price,property_description,property_overview,property_url,purpose
"Air-Condition Provision,Built-in Kitchen Cabinet,Cable TV Provision,Dry Kitchen,Electricity Supply,Gas Supply,Tiled Floor",850 sft,Residential,,"Badda, Dhaka",2,3,,4800000,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 850 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  2 Bathrooms and 2 balconies apartment is located in Badda. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,,https://btibrokeragebd.com/property/850-sft-apartment-for-sale-in-badda-3rd-floor/,For Sale
"Air-Condition Provision,Built-in Kitchen Cabinet,Cable TV Provision,Dry Kitchen,Electricity Supply,Gas Supply,Lift,Tiled Floor",785 sft,Residential,,"Lechu Bagan, Dhaka",2,3,,4600000,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 785 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  2 Bathrooms and 1 balcony apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,,https://btibrokeragebd.com/property/785-sft-apartment-for-sale-in-lechu-bagan-flat-c-5/,For Sale
"Air-Condition Provision,Cable TV Provision,Electricity Supply,Emergency Exit,Fire Extinguisher,Generator,Lift,Parking,Tiled Floor",2075 sft,Commercial,,"Niketon, Dhaka",0,,,50000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Niketon! It is offering spaces ready for rent on the 4th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 2075 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/2075-sft-commercial-space-for-rent-in-niketon-4th-floor/,For Rent
"Generator,Lift",8500 sft,Commercial,,"Tejgaon, Dhaka",0,,,1275000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 15th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-15th-floor/,For Rent
"Electricity Supply,Generator,Lift",8500 sft,Commercial,,"Tejgaon, Dhaka",0,,,1275000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 14th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-14th-floor/,For Rent
"Emergency Exit,Generator,Lift",8500 sft,Commercial,,"Tejgaon, Dhaka",0,,,1275000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 5th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-5th-floor/,For Rent
"Electricity Supply,Generator,Lift",8500 sft,Commercial,,"Tejgaon, Dhaka",0,,,1275000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 3rd floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-3rd-floor/,For Rent
"Air-Condition Provision,Cable TV Provision,Electricity Supply,Emergency Exit,Fire Extinguisher,Parking,Tiled Floor",2375 sft,Residential,,"Cantonment, Dhaka",3,3,,14200000,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2375 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balcony apartment is located in Mirpur 10. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,,https://btibrokeragebd.com/property/2375-sft-apartment-for-sale-in-cantonment-flat-a5/,For Sale
"Air-Condition Provision,Cable TV Provision,Electricity Supply,Emergency Exit,Fire Extinguisher,Lift,Parking,Tiled Floor",3403 sft,Residential,,"Baridhara, Dhaka",4,4,,62000000,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 3403 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 Bathrooms and 3 balconies apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,,https://btibrokeragebd.com/property/3403-sft-apartment-for-sale-in-baridhara-6th-floor/,For Sale
"Fire Extinguisher,Generator,Lift",8500 sft,Commercial,,"Tejgaon, Dhaka",0,,,1275000PerMonth,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 8th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-8th-floor/,For Rent
